ID,NL,MR,ALIGNMENT,MONOTONIC
660,quale stato ha la più grande densità di popolazione,answer(largest_one(density_1(state(all)))),"('quale', 'answer'), ('stato', 'state(all)'), ('ha', 'ε'), ('la', 'ε'), ('più', 'ε'), ('grande', 'largest_one'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε')",0
661,quale stato ha la più grande popolazione urbana,answer(largest_one(population_1(state(all)))),"('quale', 'answer'), ('stato', 'state(all)'), ('ha', 'ε'), ('la', 'ε'), ('più', 'ε'), ('grande', 'largest_one'), ('popolazione', 'population_1'), ('urbana', 'ε')",0
662,quale stato ha la più piccola densità di popolazione,answer(smallest_one(density_1(state(all)))),"('quale', 'answer'), ('stato', 'state(all)'), ('ha', 'ε'), ('la', 'ε'), ('più', 'ε'), ('piccola', 'smallest_one'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε')",0
663,quale stato ha il fiume più lungo,answer(state(loc_1(longest(river(all))))),"('quale', 'answer'), ('stato', 'state'), ('ha', 'loc_1'), ('il', 'ε'), ('fiume', 'river(all)'), ('più', 'ε'), ('lungo', 'longest')",0
664,quale stato ha la più piccola densità di popolazione,answer(smallest_one(density_1(state(all)))),"('quale', 'answer'), ('stato', 'state(all)'), ('ha', 'ε'), ('la', 'ε'), ('più', 'ε'), ('piccola', 'smallest_one'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε')",0
665,quale stato ha più città,answer(most(state(loc_1(city(all))))),"('quale', 'answer'), ('stato', 'state'), ('ha', 'loc_1'), ('più', 'most'), ('città', 'city(all)')",0
666,quale stato ha più grandi città,answer(most(state(loc_1(major(city(all)))))),"('quale', 'answer'), ('stato', 'state'), ('ha', 'loc_1'), ('più', 'most'), ('grandi', 'major'), ('città', 'city(all)')",0
667,quale stato ha più grandi fiumi che lo attraversano,answer(most(state(traverse_1(major(river(all)))))),"('quale', 'answer'), ('stato', 'state'), ('ha', 'ε'), ('più', 'most'), ('grandi', 'major'), ('fiumi', 'river(all)'), ('che', 'ε'), ('lo', 'ε'), ('attraversano', 'traverse_1')",0
668,quale stato ha più persone,answer(largest_one(population_1(state(all)))),"('quale', 'answer'), ('stato', 'state(all)'), ('ha', 'ε'), ('più', 'largest_one'), ('persone', 'population_1')",0
669,quale stato ha più fiumi,answer(most(state(loc_1(river(all))))),"('quale', 'answer'), ('stato', 'state'), ('ha', 'loc_1'), ('più', 'most'), ('fiumi', 'river(all)')",0
670,quale stato ha più fiumi che lo attraversano,answer(most(state(traverse_1(river(all))))),"('quale', 'answer'), ('stato', 'state'), ('ha', 'ε'), ('più', 'most'), ('fiumi', 'river(all)'), ('che', 'ε'), ('lo', 'ε'), ('attraversano', 'traverse_1')",0
671,quale stato ha il fiume più corto,answer(state(loc_1(shortest(river(all))))),"('quale', 'answer'), ('stato', 'state'), ('ha', 'loc_1'), ('il', 'ε'), ('fiume', 'river(all)'), ('più', 'ε'), ('corto', 'shortest')",0
672,quale stato ha la area più piccola,answer(smallest_one(area_1(state(all)))),"('quale', 'answer'), ('stato', 'state(all)'), ('ha', 'ε'), ('la', 'ε'), ('area', 'area_1'), ('più', 'ε'), ('piccola', 'smallest_one')",0
673,quale stato ha la più piccola capitale,answer(state(loc_1(smallest(capital(all))))),"('quale', 'answer'), ('stato', 'state'), ('ha', 'loc_1'), ('la', 'ε'), ('più', 'ε'), ('piccola', 'smallest'), ('capitale', 'capital(all)')",1
674,quale stato ha la popolazione più piccola,answer(smallest_one(population_1(state(all)))),"('quale', 'answer'), ('stato', 'state(all)'), ('ha', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('piccola', 'smallest_one')",0
675,quale stato ha la più piccola densità di popolazione,answer(smallest_one(density_1(state(all)))),"('quale', 'answer'), ('stato', 'state(all)'), ('ha', 'ε'), ('la', 'ε'), ('più', 'ε'), ('piccola', 'smallest_one'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε')",0
676,quale stato ha la più piccola popolazione urbana,answer(smallest_one(population_1(state(all)))),"('quale', 'answer'), ('stato', 'state(all)'), ('ha', 'ε'), ('la', 'ε'), ('più', 'ε'), ('piccola', 'smallest_one'), ('popolazione', 'population_1'), ('urbana', 'ε')",0
677,quale stato ha la più bassa densità di popolazione,answer(smallest_one(density_1(state(all)))),"('quale', 'answer'), ('stato', 'state(all)'), ('ha', 'ε'), ('la', 'ε'), ('più', 'ε'), ('bassa', 'smallest_one'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε')",0
678,in quale stato è austin,"answer(state(loc_1(cityid(austin, _))))","('in', 'loc_1'), ('quale', 'answer'), ('stato', 'state'), ('è', 'ε'), ('austin', 'cityid(austin, _)')",1
679,di quale stato austin è la capitale,"answer(state(loc_1(capital(cityid(austin, _)))))","('di', 'loc_1'), ('quale', 'answer'), ('stato', 'state'), ('austin', 'cityid(austin, _)'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital')",0
680,in quale stato è boston,"answer(state(loc_1(cityid(boston, _))))","('in', 'loc_1'), ('quale', 'answer'), ('stato', 'state'), ('è', 'ε'), ('boston', 'cityid(boston, _)')",0
681,di quale stato columbus è la capitale,"answer(state(loc_1(capital(cityid(columbus, _)))))","('di', 'loc_1'), ('quale', 'answer'), ('stato', 'state'), ('columbus', 'cityid(columbus, _)'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital')",0
682,in quale stato è dallas,"answer(state(loc_1(cityid(dallas, _))))","('in', 'loc_1'), ('quale', 'answer'), ('stato', 'state'), ('è', 'ε'), ('dallas', 'cityid(dallas, _)')",0
683,in quale stato è des moines,"answer(state(loc_1(cityid(des moines, _))))","('in', 'loc_1'), ('quale', 'answer'), ('stato', 'state'), ('è', 'ε'), ('des', 'cityid(des moines, _)'), ('moines', 'ε')",0
684,in quale stato è miami,"answer(state(loc_1(cityid(miami, _))))","('in', 'loc_1'), ('quale', 'answer'), ('stato', 'state'), ('è', 'ε'), ('miami', 'cityid(miami, _)')",0
685,in quale stato è pittsburgh,"answer(state(loc_1(cityid(pittsburgh, _))))","('in', 'loc_1'), ('quale', 'answer'), ('stato', 'state'), ('è', 'ε'), ('pittsburgh', 'cityid(pittsburgh, _)')",0
686,quale è il più grande stato,answer(largest(state(all))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('più', 'ε'), ('grande', 'largest'), ('stato', 'state(all)')",1
687,quale è lo stato più grande per popolazione,answer(largest_one(population_1(state(all)))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest_one'), ('per', 'ε'), ('popolazione', 'population_1')",0
688,quale stato è lo stato con più fiumi,answer(state(most(state(loc_1(river(all)))))),"('quale', 'answer'), ('stato', 'state'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('con', 'loc_1'), ('più', 'most'), ('fiumi', 'river(all)')",0
689,quale stato che confina con il texas ha la popolazione più grande,answer(largest_one(population_1(state(next_to_2(stateid(texas)))))),"('quale', 'answer'), ('stato', 'state'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('texas', 'stateid(texas)'), ('ha', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')",0
690,quale stato che confina con il texas è il più grande,answer(largest(state(next_to_2(stateid(texas))))),"('quale', 'answer'), ('stato', 'state'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('texas', 'stateid(texas)'), ('è', 'ε'), ('il', 'ε'), ('più', 'ε'), ('grande', 'largest')",0
691,quale stato attraverso cui il mississippi scorre ha la popolazione più grande,answer(largest_one(population_1(state(traverse_1(riverid(mississippi)))))),"('quale', 'answer'), ('stato', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('il', 'ε'), ('mississippi', 'riverid(mississippi)'), ('scorre', 'ε'), ('ha', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')",0
692,quali stati sono di fianco all arizona,answer(state(next_to_2(stateid(arizona)))),"('quali', 'answer'), ('stati', 'state'), ('sono', 'ε'), ('di', 'ε'), ('fianco', 'next_to_2'), ('all', 'ε'), ('arizona', 'stateid(arizona)')",1
693,quali stati sono di fianco al texas,answer(state(next_to_2(stateid(texas)))),"('quali', 'answer'), ('stati', 'state'), ('sono', 'ε'), ('di', 'ε'), ('fianco', 'next_to_2'), ('al', 'ε'), ('texas', 'stateid(texas)')",1
694,quali stati sono di fianco al mississippi,answer(state(next_to_2(stateid(mississippi)))),"('quali', 'answer'), ('stati', 'state'), ('sono', 'ε'), ('di', 'ε'), ('fianco', 'next_to_2'), ('al', 'ε'), ('mississippi', 'stateid(mississippi)')",1
695,quali stati confinano con l alaska,answer(state(next_to_2(stateid(alaska)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('l', 'ε'), ('alaska', 'stateid(alaska)')",1
696,quali stati confinano con l arkansas,answer(state(next_to_2(stateid(arkansas)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('l', 'ε'), ('arkansas', 'stateid(arkansas)')",1
697,quali stati confinano con il delaware,answer(state(next_to_2(stateid(delaware)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('delaware', 'stateid(delaware)')",1
698,quali stati confinano con la florida,answer(state(next_to_2(stateid(florida)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('la', 'ε'), ('florida', 'stateid(florida)')",1
699,quali stati confinano con la georgia,answer(state(next_to_2(stateid(georgia)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('la', 'ε'), ('georgia', 'stateid(georgia)')",1
700,quali stati confinano con le hawaii,answer(state(next_to_2(stateid(hawaii)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('le', 'ε'), ('hawaii', 'stateid(hawaii)')",1
701,quali stati confinano con l indiana,answer(state(next_to_2(stateid(indiana)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('l', 'ε'), ('indiana', 'stateid(indiana)')",1
702,quali stati confinano con il kentucky,answer(state(next_to_2(stateid(kentucky)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('kentucky', 'stateid(kentucky)')",1
703,quali stati confinano con il michigan,answer(state(next_to_2(stateid(michigan)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('michigan', 'stateid(michigan)')",1
704,quali stati confinano con il missouri,answer(state(next_to_2(stateid(missouri)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('missouri', 'stateid(missouri)')",1
705,quali stati confinano con il montana,answer(state(next_to_2(stateid(montana)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('montana', 'stateid(montana)')",1
706,quali stati confinano con il new hampshire,answer(state(next_to_2(stateid(new hampshire)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('new', 'stateid(new hampshire)'), ('hampshire', 'ε')",1
707,quali stati confinano con il new jersey,answer(state(next_to_2(stateid(new jersey)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('new', 'stateid(new jersey)'), ('jersey', 'ε')",1
708,quali stati confinano con l ohio,answer(state(next_to_2(stateid(ohio)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('l', 'ε'), ('ohio', 'stateid(ohio)')",1
709,quali stati confinano con il rhode island,answer(state(next_to_2(stateid(rhode island)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('rhode', 'stateid(rhode island)'), ('island', 'ε')",1
710,quali stati confinano con stati che confinano con il colorado,answer(state(next_to_2(state(next_to_2(stateid(colorado)))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('mississippi', 'stateid(colorado)')",1
711,quali stati confinano con stati che confinano con il mississippi,answer(state(next_to_2(state(next_to_2(stateid(mississippi)))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('mississippi', 'stateid(mississippi)')",1
712,quali stati confinano con stati che confinano con stati che confinano la florida,answer(state(next_to_2(state(next_to_2(state(next_to_2(stateid(florida)))))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('la', 'ε'), ('florida', 'stateid(florida)')",1
713,quali stati confinano con stati che confinano con stati che confinano con stati che confinano con il texas,answer(state(next_to_2(state(next_to_2(state(next_to_2(state(next_to_2(stateid(texas)))))))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('texas', 'stateid(texas)')",1
714,quali stati confinano con stati che confinano con lo stato con la popolazione più grande,answer(state(next_to_2(state(next_to_2(largest_one(population_1(state(all)))))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')",0
715,quali stati confinano con stati attraversati dal mississippi,answer(state(next_to_2(state(traverse_1(riverid(mississippi)))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('stati', 'state'), ('attraversati', 'traverse_1'), ('dal', 'ε'), ('mississippi', 'riverid(mississippi)')",1
716,quali stati confinano con stati attraversati dall ohio,answer(state(next_to_2(state(traverse_1(riverid(ohio)))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('stati', 'state'), ('attraversati', 'traverse_1'), ('dall', 'ε'), ('ohio', 'riverid(ohio)')",1
717,quali stati confinano con stati attraverso cui scorre il mississippi,answer(state(next_to_2(state(traverse_1(riverid(mississippi)))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('mississippi', 'riverid(mississippi)')",1
718,quali stati confinano con il texas,answer(state(next_to_2(stateid(texas)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('texas', 'stateid(texas)')",1
719,quali stati confinano con il texas e hanno un grande fiume,"answer(intersection(state(next_to_2(stateid(texas))), loc_1(major(river(all)))))","('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('texas', 'stateid(texas)'), ('e', 'intersection'), ('hanno', 'loc_1'), ('un', 'ε'), ('grande', 'major'), ('fiume', 'river(all)')",0
720,quali stati confinano con il fiume mississippi,answer(state(next_to_2(riverid(mississippi)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('mississippi', 'riverid(mississippi)')",1
721,quali stati confinano con lo stato più popolato,answer(state(next_to_2(largest_one(population_1(state(all)))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('più', 'largest_one'), ('popolato', 'population_1')",0
722,quali stati confinano con lo stato che confina con più stati,answer(state(next_to_2(most(state(next_to_2(state(all))))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('più', 'most'), ('stati', 'state(all)')",0
723,quali stati confinano con lo stato con più città,answer(state(next_to_2(most(state(loc_1(city(all))))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('con', 'loc_1'), ('più', 'most'), ('città', 'city(all)')",0
724,quali stati confinano con lo stato con più grandi città,answer(state(next_to_2(most(state(loc_1(major(city(all)))))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('con', 'loc_1'), ('più', 'most'), ('grandi', 'major'), ('città', 'city(all)')",0
725,quali stati confinano con lo stato con la più piccola area,answer(state(next_to_2(smallest_one(area_1(state(all)))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('più', 'ε'), ('piccola', 'smallest_one'), ('area', 'area_1')",0
726,quali stati confinano con gli stati con più città,answer(state(next_to_2(most(state(loc_1(city(all))))))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('gli', 'ε'), ('stati', 'state'), ('con', 'loc_1'), ('più', 'most'), ('città', 'city(all)')",0
727,quali stati confinano con il wisconsin,answer(state(next_to_2(stateid(wisconsin)))),"('quali', 'answer'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('wisconsin', 'stateid(wisconsin)')",1
728,di quale stato è dover la capitale,"answer(state(capital_2(cityid(dover, _))))","('di', 'ε'), ('quale', 'answer'), ('stato', 'state'), ('è', 'ε'), ('dover', 'cityid(dover, _)'), ('la', 'ε'), ('capitale', 'capital_2')",0
729,quali stati contengono almeno un grande fiume,answer(state(loc_1(major(river(all))))),"('quali', 'answer'), ('stati', 'state'), ('contengono', 'loc_1'), ('almeno', 'ε'), ('un', 'ε'), ('grande', 'major'), ('fiume', 'river(all)')",1
730,quali stati attraversa il fiume colorado,answer(state(traverse_1(riverid(colorado)))),"('quali', 'answer'), ('stati', 'state'), ('attraversa', 'traverse_1'), ('il', 'ε'), ('fiume', 'ε'), ('colorado', 'riverid(colorado)')",1
731,quali stati attraversa il fiume delaware,answer(state(traverse_1(riverid(delaware)))),"('quali', 'answer'), ('stati', 'state'), ('attraversa', 'traverse_1'), ('il', 'ε'), ('fiume', 'ε'), ('delaware', 'riverid(delaware)')",1
732,quali stati attraversa il fiume mississippi,answer(state(traverse_1(riverid(mississippi)))),"('quali', 'answer'), ('stati', 'state'), ('attraversa', 'traverse_1'), ('il', 'ε'), ('fiume', 'ε'), ('mississippi', 'riverid(mississippi)')",1
733,quali stati attraversa il mississippi,answer(state(traverse_1(riverid(mississippi)))),"('quali', 'answer'), ('stati', 'state'), ('attraversa', 'traverse_1'), ('il', 'ε'), ('mississippi', 'riverid(mississippi)')",1
734,quali stati attraversa il fiume missouri,answer(state(traverse_1(riverid(missouri)))),"('quali', 'answer'), ('stati', 'state'), ('attraversa', 'traverse_1'), ('il', 'ε'), ('fiume', 'ε'), ('missouri', 'riverid(missouri)')",1
735,quali stati attraversa il missouri,answer(state(traverse_1(riverid(missouri)))),"('quali', 'answer'), ('stati', 'state'), ('attraversa', 'traverse_1'), ('il', 'ε'), ('missouri', 'riverid(missouri)')",1
736,quali stati attraversa il fiume ohio,answer(state(traverse_1(riverid(ohio)))),"('quali', 'answer'), ('stati', 'state'), ('attraversa', 'traverse_1'), ('il', 'ε'), ('fiume', 'ε'), ('ohio', 'riverid(ohio)')",1
737,quali stati attraversa il fiume ohio,answer(state(traverse_1(riverid(ohio)))),"('quali', 'answer'), ('stati', 'state'), ('attraversa', 'traverse_1'), ('il', 'ε'), ('fiume', 'ε'), ('ohio', 'riverid(ohio)')",1
738,quali stati attraversa il fiume più corto,answer(state(traverse_1(shortest(river(all))))),"('quali', 'answer'), ('stati', 'state'), ('attraversa', 'traverse_1'), ('il', 'ε'), ('fiume', 'river(all)'), ('più', 'ε'), ('corto', 'shortest')",0
739,quali stati hanno una capitale che è il picco più alto nello stato,answer(state(loc_1(capital(highest(place(all)))))),"('quali', 'answer'), ('stati', 'state'), ('hanno', 'loc_1'), ('una', 'ε'), ('capitale', 'capital'), ('che', 'ε'), ('è', 'ε'), ('il', 'ε'), ('picco', 'place(all)'), ('più', 'ε'), ('alto', 'highest'), ('nello', 'ε'), ('stato', 'ε')",0
740,quali stati hanno una città chiamata austin,"answer(state(loc_1(city(cityid(austin, _)))))","('quali', 'answer'), ('stati', 'state'), ('hanno', 'loc_1'), ('una', 'ε'), ('città', 'city'), ('chiamata', 'ε'), ('austin', 'cityid(austin, _)')",1
741,quali stati hanno città chiamate austin,"answer(state(loc_1(city(cityid(austin, _)))))","('quali', 'answer'), ('stati', 'state'), ('hanno', 'loc_1'), ('città', 'city'), ('chiamate', 'ε'), ('austin', 'cityid(austin, _)')",1
742,quali stati hanno città chiamate dallas,"answer(state(loc_1(city(cityid(dallas, _)))))","('quali', 'answer'), ('stati', 'state'), ('hanno', 'loc_1'), ('città', 'city'), ('chiamate', 'ε'), ('dallas', 'cityid(dallas, _)')",1
743,quali stati hanno città chiamate plano,"answer(state(loc_1(city(cityid(plano, _)))))","('quali', 'answer'), ('stati', 'state'), ('hanno', 'loc_1'), ('città', 'city'), ('chiamate', 'ε'), ('plano', 'cityid(plano, _)')",1
744,quali stati hanno città chiamate portland,"answer(state(loc_1(city(cityid(portland, _)))))","('quali', 'answer'), ('stati', 'state'), ('hanno', 'loc_1'), ('città', 'city'), ('chiamate', 'ε'), ('portland', 'cityid(portland, _)')",1
745,quali stati hanno città chiamate rochester,"answer(state(loc_1(city(cityid(rochester, _)))))","('quali', 'answer'), ('stati', 'state'), ('hanno', 'loc_1'), ('città', 'city'), ('chiamate', 'ε'), ('rochester', 'cityid(rochester, _)')",1
746,quali stati hanno città chiamate salt lake city,"answer(state(loc_1(city(cityid(salt lake city, _)))))","('quali', 'answer'), ('stati', 'state'), ('hanno', 'loc_1'), ('città', 'city'), ('chiamate', 'ε'), ('salt', 'cityid(salt lake city, _)'), ('lake', 'ε'), ('city', 'ε')",1
747,quali stati non hanno stati confinanti,"answer(exclude(state(all), next_to_2(state(all))))","('quali', 'answer'), ('stati', 'state(all)'), ('non', 'exclude'), ('hanno', 'ε'), ('stati', 'state(all)'), ('confinanti', 'next_to_2')",0
748,quali stati hanno fiumi chiamati colorado,answer(state(loc_1(river(riverid(colorado))))),"('quali', 'answer'), ('stati', 'state'), ('hanno', 'loc_1'), ('fiumi', 'river'), ('chiamati', 'ε'), ('colorado', 'riverid(colorado)')",1
749,quali stati hanno fiumi che li attraversano,answer(state(traverse_1(river(all)))),"('quali', 'answer'), ('stati', 'state'), ('hanno', 'ε'), ('fiumi', 'river(all)'), ('che', 'ε'), ('li', 'ε'), ('attraversano', 'traverse_1')",0
750,quali stati hanno cittadine chiamate springfield,"answer(state(loc_1(city(cityid(springfield, _)))))","('quali', 'answer'), ('stati', 'state'), ('hanno', 'loc_1'), ('cittadine', 'city'), ('chiamate', 'ε'), ('springfield', 'cityid(springfield, _)')",1
751,quale stato ha il suo picco più alto più elevato di quello del colorado,answer(state(high_point_2(higher_2(high_point_1(stateid(colorado)))))),"('quale', 'answer'), ('stato', 'state'), ('ha', 'ε'), ('il', 'ε'), ('suo', 'ε'), ('picco', 'high_point_2'), ('più', 'ε'), ('alto', 'higher_2'), ('più', 'ε'), ('elevato', 'high_point_1'), ('di', 'ε'), ('quello', 'ε'), ('del', 'ε'), ('colorado', 'stateid(colorado)')",1
752,quali stati in usa hanno una città di springfield,"answer(intersection(state(loc_2(countryid(usa))), loc_1(city(cityid(springfield, _)))))","('quali', 'answer'), ('ε', 'intersection'), ('stati', 'state'), ('in', 'loc_2'), ('usa', 'countryid(usa)'), ('hanno', 'loc_1'), ('una', 'ε'), ('città', 'city'), ('di', 'ε'), ('springfield', 'cityid(springfield, _)')",1
753,quali stati sono vicini al maine,answer(state(next_to_2(stateid(maine)))),"('quali', 'answer'), ('stati', 'state'), ('sono', 'ε'), ('vicini', 'next_to_2'), ('al', 'ε'), ('maine', 'stateid(maine)')",1
754,quali stati circondano il kentucky,answer(state(next_to_2(stateid(kentucky)))),"('quali', 'answer'), ('stati', 'state'), ('circondano', 'next_to_2'), ('il', 'ε'), ('kentucky', 'stateid(kentucky)')",1
755,quale città in texas ha la popolazione più grande,answer(largest_one(population_1(city(loc_2(stateid(texas)))))),"('quale', 'answer'), ('città', 'city'), ('in', 'loc_2'), ('texas', 'stateid(texas)'), ('ha', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')",0
756,quale è la città più grande,answer(largest(city(all))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city(all)'), ('più', 'ε'), ('grande', 'largest')",0
757,dove sono le montagne,answer(loc_1(mountain(all))),"('dove', 'answer'), ('sono', 'ε'), ('le', 'loc_1'), ('montagne', 'mountain(all)')",1
758,dove è austin,"answer(loc_1(cityid(austin, _)))","('dove', 'answer'), ('è', 'loc_1'), ('austin', 'cityid(austin, _)')",1
759,dove è baton rouge,"answer(loc_1(cityid(baton rouge, _)))","('dove', 'answer'), ('è', 'loc_1'), ('baton', 'cityid(baton rouge, _)'), ('rouge', 'ε')",1
760,dove è dallas,"answer(loc_1(cityid(dallas, _)))","('dove', 'answer'), ('è', 'loc_1'), ('dallas', 'cityid(dallas, _)')",1
761,dove è fort wayne,"answer(loc_1(cityid(fort wayne, _)))","('dove', 'answer'), ('è', 'loc_1'), ('fort', 'cityid(fort wayne, _)'), ('wayne', 'ε')",1
762,dove è houston,"answer(loc_1(cityid(houston, _)))","('dove', 'answer'), ('è', 'loc_1'), ('houston', 'cityid(houston, _)')",1
763,dove è indianapolis,"answer(loc_1(cityid(indianapolis, _)))","('dove', 'answer'), ('è', 'loc_1'), ('indianapolis', 'cityid(indianapolis, _)')",1
764,dove è massachusetts,answer(loc_1(stateid(massachusetts))),"('dove', 'answer'), ('è', 'loc_1'), ('massachusetts', 'stateid(massachusetts)')",1
765,dove è mount whitney,answer(loc_1(placeid(mount whitney))),"('dove', 'answer'), ('è', 'loc_1'), ('mount', 'placeid(mount whitney)'), ('whitney', 'ε')",1
766,dove si trova mount whitney,answer(loc_1(placeid(mount whitney))),"('dove', 'answer'), ('si', 'loc_1'), ('trova', 'ε'), ('mount', 'placeid(mount whitney)'), ('whitney', 'ε')",1
767,dove è new hampshire,answer(loc_1(stateid(new hampshire))),"('dove', 'answer'), ('è', 'loc_1'), ('new', 'stateid(new hampshire)'), ('hampshire', 'ε')",1
768,dove è new orleans,"answer(loc_1(cityid(new orleans, _)))","('dove', 'answer'), ('è', 'loc_1'), ('new', 'cityid(new orleans, _)'), ('orleans', 'ε')",1
