ID,NL,MR,ALIGNMENT,MONOTONIC
674,welcher staat hat die kleinste anzahl urbaner einwohner,answer(smallest_one(population_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('kleinste', 'smallest_one'), ('anzahl', 'ε'), ('urbaner', 'ε'), ('einwohner', 'population_1')",0
675,welcher staat hat die kleinste bevoelkerungsdichte,answer(smallest_one(density_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('kleinste', 'smallest_one'), ('bevoelkerungsdichte', 'density_1')",0
676,welches ist der bevoelkerungsaermste staat,answer(smallest_one(population_1(state(all)))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('bevoelkerungsaermste', 'smallest_one'), ('ε', 'population_1'), ('staat', 'state(all)')",1
677,welcher staat hat die niedrigsten bevoelkerungsdichte,answer(smallest_one(density_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('niedrigsten', 'smallest_one'), ('bevoelkerungsdichte', 'density_1')",0
678,welcher staat liegt in austin,"answer(state(loc_1(cityid(austin, _))))","('welcher', 'answer'), ('staat', 'state'), ('liegt', 'loc_1'), ('in', 'ε'), ('austin', 'cityid(austin, _)')",1
679,von welchem staat ist austin die hauptstadt,"answer(state(loc_1(capital(cityid(austin, _)))))","('von', 'loc_1'), ('welchem', 'answer'), ('staat', 'state'), ('ist', 'ε'), ('austin', 'cityid(austin, _)'), ('die', 'ε'), ('hauptstadt', 'capital')",0
680,in welchem staat ist boston,"answer(state(loc_1(cityid(boston, _))))","('in', 'loc_1'), ('welchem', 'answer'), ('staat', 'state'), ('ist', 'ε'), ('boston', 'cityid(boston, _)')",0
681,welcher staat hat columbus als hauptstadt,"answer(state(loc_1(capital(cityid(columbus, _)))))","('welcher', 'answer'), ('staat', 'state'), ('hat', 'loc_1'), ('columbus', 'cityid(columbus, _)'), ('als', 'ε'), ('hauptstadt', 'capital')",0
682,in welchem staat liegt dallas,"answer(state(loc_1(cityid(dallas, _))))","('in', 'loc_1'), ('welchem', 'answer'), ('staat', 'state'), ('liegt', 'ε'), ('dallas', 'cityid(dallas, _)')",0
683,in welchem staat ist des moines,"answer(state(loc_1(cityid(des moines, _))))","('in', 'loc_1'), ('welchem', 'answer'), ('staat', 'state'), ('ist', 'ε'), ('des', 'cityid(des moines, _)'), ('moines', 'ε')",0
684,in welchem staat liegt miami,"answer(state(loc_1(cityid(miami, _))))","('in', 'loc_1'), ('welchem', 'answer'), ('staat', 'state'), ('liegt', 'ε'), ('miami', 'cityid(miami, _)')",0
685,in welcher staat ist pittsburgh,"answer(state(loc_1(cityid(pittsburgh, _))))","('in', 'loc_1'), ('welcher', 'answer'), ('staat', 'state'), ('ist', 'ε'), ('pittsburgh', 'cityid(pittsburgh, _)')",0
686,welcher ist der grosste staat,answer(largest(state(all))),"('welcher', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('grosste', 'largest'), ('staat', 'state(all)')",1
687,welcher staat hat die groesste bevoelkerung in den staedten,answer(largest_one(population_1(state(all)))),"('welcher', 'answer'), ('staat', 'ε'), ('hat', 'ε'), ('die', 'ε'), ('groesste', 'largest_one'), ('bevoelkerung', 'population_1'), ('in', 'ε'), ('den', 'ε'), ('staedten', 'state(all)')",1
688,welcher staat hat die meisten fluesse,answer(state(most(state(loc_1(river(all)))))),"('welcher', 'answer'), ('staat', 'state'), ('hat', 'loc_1'), ('die', 'ε'), ('ε', 'state'), ('meisten', 'most'), ('fluesse', 'river(all)')",0
689,welcher staat der an texas grenzt hat die groesste bevoelkerung,answer(largest_one(population_1(state(next_to_2(stateid(texas)))))),"('welcher', 'answer'), ('staat', 'state'), ('der', 'ε'), ('an', 'next_to_2'), ('texas', 'stateid(texas)'), ('grenzt', 'ε'), ('hat', 'ε'), ('die', 'ε'), ('groesste', 'largest_one'), ('bevoelkerung', 'population_1')",0
690,welches ist der groesste an texas grenzende staat,answer(largest(state(next_to_2(stateid(texas))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('groesste', 'largest'), ('an', 'next_to_2'), ('texas', 'stateid(texas)'), ('grenzende', 'ε'), ('staat', 'state')",0
691,wie lautet der meistbevoelkerte staat durch welchen der mississippi fluss verlaeuft,answer(largest_one(population_1(state(traverse_1(riverid(mississippi)))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('meistbevoelkerte', 'largest_one'), ('ε', 'population_1'), ('staat', 'state'), ('durch', 'traverse_1'), ('welchen', 'ε'), ('der', 'ε'), ('mississippi', 'riverid(mississippi)'), ('fluss', 'ε'), ('verlaeuft', 'ε')",1
692,welche staaten sind neben arizona,answer(state(next_to_2(stateid(arizona)))),"('welche', 'answer'), ('staaten', 'state'), ('sind', 'ε'), ('neben', 'next_to_2'), ('arizona', 'stateid(arizona)')",1
693,welche staaten grenzen an texas,answer(state(next_to_2(stateid(texas)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('texas', 'stateid(texas)')",1
694,welche staaten grenzen an mississippi,answer(state(next_to_2(stateid(mississippi)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('mississippi', 'stateid(mississippi)')",1
695,welche staaten grenzen an alaska,answer(state(next_to_2(stateid(alaska)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('alaska', 'stateid(alaska)')",1
696,welche staaten grenzen an arkansas,answer(state(next_to_2(stateid(arkansas)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('arkansas', 'stateid(arkansas)')",1
697,welche staaten grenzen an delaware,answer(state(next_to_2(stateid(delaware)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('delaware', 'stateid(delaware)')",1
698,welche staaten grenzen an florida,answer(state(next_to_2(stateid(florida)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('florida', 'stateid(florida)')",1
699,welche staaten grenzen an georgia,answer(state(next_to_2(stateid(georgia)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('georgia', 'stateid(georgia)')",1
700,welcher staat grenzt hawaii,answer(state(next_to_2(stateid(hawaii)))),"('welcher', 'answer'), ('staat', 'state'), ('grenzt', 'next_to_2'), ('hawaii', 'stateid(hawaii)')",1
701,welche staaten grenzen an indiana,answer(state(next_to_2(stateid(indiana)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('indiana', 'stateid(indiana)')",1
702,welche staaten grenzen an kentucky,answer(state(next_to_2(stateid(kentucky)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('kentucky', 'stateid(kentucky)')",1
703,welche staaten grenzen an michigan,answer(state(next_to_2(stateid(michigan)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('michigan', 'stateid(michigan)')",1
704,welche staaten grenzen an missouri,answer(state(next_to_2(stateid(missouri)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('missouri', 'stateid(missouri)')",1
705,wie viele staaten grenzen an montana,answer(state(next_to_2(stateid(montana)))),"('wie', 'answer'), ('viele', 'ε'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('montana', 'stateid(montana)')",1
706,welche staaten grenzen an new hampshire,answer(state(next_to_2(stateid(new hampshire)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('new', 'stateid(new hampshire)'), ('hampshire', 'ε')",1
707,welche staaten grenzen an new jersey,answer(state(next_to_2(stateid(new jersey)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('new', 'stateid(new jersey)'), ('jersey', 'ε')",1
708,welche staaten grenzen an ohio,answer(state(next_to_2(stateid(ohio)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('ohio', 'stateid(ohio)')",1
709,welche staaten grenzen an rhode island,answer(state(next_to_2(stateid(rhode island)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('rhode', 'stateid(rhode island)'), ('island', 'ε')",1
710,welche staaten grenzen an colorado grenzende staaten,answer(state(next_to_2(state(next_to_2(stateid(colorado)))))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('colorado', 'stateid(colorado)'), ('grenzende', 'next_to_2'), ('staaten', 'state')",0
711,welche staaten grenzen an staaten welche an mississippi grenzen,answer(state(next_to_2(state(next_to_2(stateid(mississippi)))))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('staaten', 'state'), ('welche', 'ε'), ('an', 'next_to_2'), ('mississippi', 'stateid(mississippi)'), ('grenzen', 'ε')",1
712,welche staaten grenzen an staaten an die an staaten angrenzen die florida angrenzen,answer(state(next_to_2(state(next_to_2(state(next_to_2(stateid(florida)))))))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('staaten', 'state'), ('an', 'next_to_2'), ('die', 'ε'), ('an', 'next_to_2'), ('staaten', 'state'), ('angrenzen', 'ε'), ('die', 'ε'), ('florida', 'stateid(florida)'), ('angrenzen', 'ε')",0
713,welche staaten grenzen an staaten welche an staaten grenzen welche staaten grenzen die an texas grenzen,answer(state(next_to_2(state(next_to_2(state(next_to_2(state(next_to_2(stateid(texas)))))))))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('staaten', 'state'), ('welche', 'ε'), ('an', 'next_to_2'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('welche', 'ε'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('die', 'ε'), ('an', 'ε'), ('texas', 'stateid(texas)'), ('grenzen', 'ε')",1
714,welche staaten grenzen an staaten welche an den staat mit der groessten bevoelkerung grenzen,answer(state(next_to_2(state(next_to_2(largest_one(population_1(state(all)))))))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('staaten', 'state'), ('welche', 'ε'), ('an', 'next_to_2'), ('den', 'ε'), ('staat', 'state(all)'), ('mit', 'ε'), ('der', 'ε'), ('groessten', 'largest_one'), ('bevoelkerung', 'population_1'), ('grenzen', 'ε')",0
715,welche staaten grenzen an staaten durch denen die mississippi fliesst,answer(state(next_to_2(state(traverse_1(riverid(mississippi)))))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('staaten', 'state'), ('durch', 'traverse_1'), ('denen', 'ε'), ('die', 'ε'), ('mississippi', 'riverid(mississippi)'), ('fliesst', 'ε')",1
716,welche staaten grenzen staaten durch welche der ohio fluss verlaeuft,answer(state(next_to_2(state(traverse_1(riverid(ohio)))))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('staaten', 'state'), ('durch', 'traverse_1'), ('welche', 'ε'), ('der', 'ε'), ('ohio', 'riverid(ohio)'), ('fluss', 'ε'), ('verlaeuft', 'ε')",1
717,welche staaten grenzen an staaten an durch denen der mississippi fliesst,answer(state(next_to_2(state(traverse_1(riverid(mississippi)))))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('staaten', 'state'), ('an', 'ε'), ('durch', 'traverse_1'), ('denen', 'ε'), ('der', 'ε'), ('mississippi', 'riverid(mississippi)'), ('fliesst', 'ε')",1
718,welche staaten grenzen an texas an,answer(state(next_to_2(stateid(texas)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('texas', 'stateid(texas)'), ('an', 'ε')",1
719,welche staaten grenzen texas und haben einen wichtigen fluss,"answer(intersection(state(next_to_2(stateid(texas))), loc_1(major(river(all)))))","('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('texas', 'stateid(texas)'), ('und', 'intersection'), ('haben', 'loc_1'), ('einen', 'ε'), ('wichtigen', 'major'), ('fluss', 'river(all)')",0
720,welche staaten grenzen an den mississippi fluss an,answer(state(next_to_2(riverid(mississippi)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('den', 'ε'), ('mississippi', 'riverid(mississippi)'), ('fluss', 'ε'), ('an', 'ε')",1
721,welche staaten grenzen an den bevoelkerungsreichsten staat,answer(state(next_to_2(largest_one(population_1(state(all)))))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('den', 'ε'), ('bevoelkerungsreichsten', 'largest_one'), ('ε', 'population_1'), ('staat', 'state(all)')",1
722,welcher staat grenzt dem staat welche an die meisten staaten grenzt,answer(state(next_to_2(most(state(next_to_2(state(all))))))),"('welcher', 'answer'), ('staat', 'state'), ('grenzt', 'next_to_2'), ('dem', 'ε'), ('staat', 'state(all)'), ('welche', 'ε'), ('an', 'next_to_2'), ('die', 'ε'), ('meisten', 'most'), ('staaten', 'state'), ('grenzt', 'ε')",0
723,welche staaten grenzen dem staat mit den meisten staedten,answer(state(next_to_2(most(state(loc_1(city(all))))))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('dem', 'ε'), ('staat', 'state'), ('mit', 'loc_1'), ('den', 'ε'), ('meisten', 'most'), ('staedten', 'city(all)')",0
724,welche staaten grenzen dem staat mit den meisten wichtigsten staedten,answer(state(next_to_2(most(state(loc_1(major(city(all)))))))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('dem', 'ε'), ('staat', 'state'), ('mit', 'loc_1'), ('den', 'ε'), ('meisten', 'most'), ('wichtigsten', 'major'), ('staedten', 'city(all)')",0
725,welcher staat grenzt an den staat mit der kleinsten flaeche,answer(state(next_to_2(smallest_one(area_1(state(all)))))),"('welcher', 'answer'), ('staat', 'state'), ('grenzt', 'next_to_2'), ('an', 'ε'), ('den', 'ε'), ('staat', 'state(all)'), ('mit', 'ε'), ('der', 'ε'), ('kleinsten', 'smallest_one'), ('flaeche', 'area_1')",0
726,welche staaten grenzen an die staaten mit den meisten staedten an,answer(state(next_to_2(most(state(loc_1(city(all))))))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('die', 'ε'), ('staaten', 'state'), ('mit', 'loc_1'), ('den', 'ε'), ('meisten', 'most'), ('staedten', 'city(all)'), ('an', 'ε')",0
727,welche staaten grenzen an wisconsin,answer(state(next_to_2(stateid(wisconsin)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('wisconsin', 'stateid(wisconsin)')",1
728,welcher staat hat dover als hauptstadt,"answer(state(capital_2(cityid(dover, _))))","('welcher', 'answer'), ('staat', 'state'), ('hat', 'capital_2'), ('dover', 'cityid(dover, _)'), ('als', 'ε'), ('hauptstadt', 'ε')",0
729,durch welche staaten fliesst mindestens einer der hauptfluesse,answer(state(loc_1(major(river(all))))),"('durch', 'ε'), ('welche', 'answer'), ('staaten', 'state'), ('fliesst', 'major'), ('mindestens', 'loc_1'), ('einer', 'river(all)'), ('der', 'ε'), ('hauptfluesse', 'ε')",0
730,durch welche staaten fliesst der fluss colorado,answer(state(traverse_1(riverid(colorado)))),"('durch', 'traverse_1'), ('welche', 'answer'), ('staaten', 'state'), ('fliesst', 'ε'), ('der', 'ε'), ('fluss', 'ε'), ('colorado', 'riverid(colorado)')",0
731,durch welche staaten fliesst der delaware,answer(state(traverse_1(riverid(delaware)))),"('durch', 'traverse_1'), ('welche', 'answer'), ('staaten', 'state'), ('fliesst', 'ε'), ('der', 'ε'), ('delaware', 'riverid(delaware)')",0
732,durch welche staaten verlaeuft der mississippi,answer(state(traverse_1(riverid(mississippi)))),"('durch', 'traverse_1'), ('welche', 'answer'), ('staaten', 'state'), ('verlaeuft', 'ε'), ('der', 'ε'), ('mississippi', 'riverid(mississippi)')",0
733,durch welche staaten fliesst der mississippi,answer(state(traverse_1(riverid(mississippi)))),"('durch', 'traverse_1'), ('welche', 'answer'), ('staaten', 'state'), ('fliesst', 'ε'), ('der', 'ε'), ('mississippi', 'riverid(mississippi)')",0
734,durch welche staaten verlaeuft der missouri fluss,answer(state(traverse_1(riverid(missouri)))),"('durch', 'traverse_1'), ('welche', 'answer'), ('staaten', 'state'), ('verlaeuft', 'ε'), ('der', 'ε'), ('missouri', 'riverid(missouri)'), ('fluss', 'ε')",0
735,durch welche staaten fliesst der missouri fluss,answer(state(traverse_1(riverid(missouri)))),"('durch', 'traverse_1'), ('welche', 'answer'), ('staaten', 'state'), ('fliesst', 'ε'), ('der', 'ε'), ('missouri', 'riverid(missouri)'), ('fluss', 'ε')",0
736,durch welche staaten verlaeuft der ohio fluss,answer(state(traverse_1(riverid(ohio)))),"('durch', 'traverse_1'), ('welche', 'answer'), ('staaten', 'state'), ('verlaeuft', 'ε'), ('der', 'ε'), ('ohio', 'riverid(ohio)'), ('fluss', 'ε')",0
737,durch welche staaten fliesst der ohio fluss,answer(state(traverse_1(riverid(ohio)))),"('durch', 'traverse_1'), ('welche', 'answer'), ('staaten', 'state'), ('fliesst', 'ε'), ('der', 'ε'), ('ohio', 'riverid(ohio)'), ('fluss', 'ε')",0
738,welcher staat hat den kuerzesten fluss,answer(state(traverse_1(shortest(river(all))))),"('welcher', 'answer'), ('staat', 'state'), ('hat', 'traverse_1'), ('den', 'ε'), ('kuerzesten', 'shortest'), ('fluss', 'river(all)')",1
739,welche staaten haben eine hauptstadt die der hoechste punkt des staates ist,answer(state(loc_1(capital(highest(place(all)))))),"('welche', 'answer'), ('staaten', 'state'), ('haben', 'loc_1'), ('eine', 'ε'), ('hauptstadt', 'capital'), ('die', 'ε'), ('der', 'ε'), ('hoechste', 'highest'), ('punkt', 'place(all)'), ('des', 'ε'), ('staates', 'ε'), ('ist', 'ε')",1
740,welche staaten haben staedte mit dem namen austin,"answer(state(loc_1(city(cityid(austin, _)))))","('welche', 'answer'), ('staaten', 'state'), ('haben', 'loc_1'), ('staedte', 'city'), ('mit', 'ε'), ('dem', 'ε'), ('namen', 'ε'), ('austin', 'cityid(austin, _)')",1
741,welche staaten haben staedte die austin heissen,"answer(state(loc_1(city(cityid(austin, _)))))","('welche', 'answer'), ('staaten', 'state'), ('haben', 'loc_1'), ('staedte', 'city'), ('die', 'ε'), ('austin', 'cityid(austin, _)'), ('heissen', 'ε')",1
742,welche staaten haben staedte mit dem namen dallas,"answer(state(loc_1(city(cityid(dallas, _)))))","('welche', 'answer'), ('staaten', 'state'), ('haben', 'loc_1'), ('staedte', 'city'), ('mit', 'ε'), ('dem', 'ε'), ('namen', 'ε'), ('dallas', 'cityid(dallas, _)')",1
743,welche staaten haben staedte mit dem namen plano,"answer(state(loc_1(city(cityid(plano, _)))))","('welche', 'answer'), ('staaten', 'state'), ('haben', 'loc_1'), ('staedte', 'city'), ('mit', 'ε'), ('dem', 'ε'), ('namen', 'ε'), ('plano', 'cityid(plano, _)')",1
744,welche staaten haben staedte mit dem namen portland,"answer(state(loc_1(city(cityid(portland, _)))))","('welche', 'answer'), ('staaten', 'state'), ('haben', 'loc_1'), ('staedte', 'city'), ('mit', 'ε'), ('dem', 'ε'), ('namen', 'ε'), ('portland', 'cityid(portland, _)')",1
745,in welchen staaten gibt es staedte mit dem namen rochester,"answer(state(loc_1(city(cityid(rochester, _)))))","('in', 'answer'), ('welchen', 'ε'), ('staaten', 'state'), ('ε', 'loc_1'), ('gibt', 'ε'), ('es', 'ε'), ('staedte', 'city'), ('mit', 'ε'), ('dem', 'ε'), ('namen', 'ε'), ('rochester', 'cityid(rochester, _)')",0
746,welche staaten haben staedte mit dem namen salt lake city,"answer(state(loc_1(city(cityid(salt lake city, _)))))","('welche', 'answer'), ('staaten', 'state'), ('haben', 'loc_1'), ('staedte', 'city'), ('mit', 'ε'), ('dem', 'ε'), ('namen', 'ε'), ('salt', 'cityid(salt lake city, _)'), ('lake', 'ε'), ('city', 'ε')",1
747,welche staaten haben keine angrenzende staaten,"answer(exclude(state(all), next_to_2(state(all))))","('welche', 'answer'), ('staaten', 'state(all)'), ('haben', 'ε'), ('keine', 'exclude'), ('angrenzende', 'next_to_2'), ('staaten', 'state(all)')",1
748,wie viele staaten haben fluesse mit dem namen colorado,answer(state(loc_1(river(riverid(colorado))))),"('wie', 'answer'), ('viele', 'ε'), ('staaten', 'state'), ('haben', 'loc_1'), ('fluesse', 'river'), ('mit', 'ε'), ('dem', 'ε'), ('namen', 'ε'), ('colorado', 'riverid(colorado)')",1
749,welche staaten haben einen fluss,answer(state(traverse_1(river(all)))),"('welche', 'answer'), ('staaten', 'state'), ('haben', 'traverse_1'), ('einen', 'river(all)'), ('fluss', 'ε')",1
750,welche staaten haben staedte mit dem namen springfield,"answer(state(loc_1(city(cityid(springfield, _)))))","('welche', 'answer'), ('staaten', 'state'), ('haben', 'loc_1'), ('staedte', 'city'), ('mit', 'ε'), ('dem', 'ε'), ('namen', 'ε'), ('springfield', 'cityid(springfield, _)')",1
751,welche hoechstgelegenen punkte eines staates liegen hoeher als derjenige von colorado,answer(state(high_point_2(higher_2(high_point_1(stateid(colorado)))))),"('welche', 'answer'), ('hoechstgelegenen', 'high_point_2'), ('punkte', 'ε'), ('eines', 'ε'), ('staates', 'state'), ('liegen', 'ε'), ('hoeher', 'higher_2'), ('als', 'ε'), ('derjenige', 'high_point_1'), ('von', 'ε'), ('colorado', 'stateid(colorado)')",0
752,welche staaten in den vereinigten staaten habe eine stadt springfield,"answer(intersection(state(loc_2(countryid(usa))), loc_1(city(cityid(springfield, _)))))","('welche', 'answer'), ('ε', 'intersection'), ('staaten', 'state'), ('in', 'loc_2'), ('den', 'ε'), ('vereinigten', 'countryid(usa)'), ('staaten', 'ε'), ('habe', 'loc_1'), ('eine', 'ε'), ('stadt', 'city'), ('springfield', 'cityid(springfield, _)')",0
753,welche staaten grenzen an maine,answer(state(next_to_2(stateid(maine)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('maine', 'stateid(maine)')",1
754,welche staaten grenzen an kentucky,answer(state(next_to_2(stateid(kentucky)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('kentucky', 'stateid(kentucky)')",1
755,welches ist die bevoelkerungsreichste stadt von texas,answer(largest_one(population_1(city(loc_2(stateid(texas)))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungsreichste', 'largest_one'), ('ε', 'population_1'), ('stadt', 'city'), ('von', 'loc_2'), ('texas', 'stateid(texas)')",1
756,welches ist die groesste stadt,answer(largest(city(all))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city(all)')",1
757,wo gibt es berge,answer(loc_1(mountain(all))),"('wo', 'answer'), ('ε', 'loc_1'), ('gibt', 'ε'), ('es', 'ε'), ('berge', 'mountain(all)')",1
758,wo liegt austin,"answer(loc_1(cityid(austin, _)))","('wo', 'answer'), ('liegt', 'loc_1'), ('austin', 'cityid(austin, _)')",1
759,wo ist baton rouge,"answer(loc_1(cityid(baton rouge, _)))","('wo', 'answer'), ('ε', 'loc_1'), ('ist', 'ε'), ('baton', 'cityid(baton rouge, _)'), ('rouge', 'ε')",1
760,wo liegt dallas,"answer(loc_1(cityid(dallas, _)))","('wo', 'answer'), ('liegt', 'loc_1'), ('dallas', 'cityid(dallas, _)')",1
761,wo is fort wayne,"answer(loc_1(cityid(fort wayne, _)))","('wo', 'answer'), ('ε', 'loc_1'), ('is', 'ε'), ('fort', 'cityid(fort wayne, _)'), ('wayne', 'ε')",1
762,wo ist houston,"answer(loc_1(cityid(houston, _)))","('wo', 'answer'), ('ε', 'loc_1'), ('ist', 'ε'), ('houston', 'cityid(houston, _)')",1
763,wo ist indianapolis,"answer(loc_1(cityid(indianapolis, _)))","('wo', 'answer'), ('ε', 'loc_1'), ('ist', 'ε'), ('indianapolis', 'cityid(indianapolis, _)')",1
764,wo ist massachusetts,answer(loc_1(stateid(massachusetts))),"('wo', 'answer'), ('ε', 'loc_1'), ('ist', 'ε'), ('massachusetts', 'stateid(massachusetts)')",1
765,wo befindet sich mount whitney,answer(loc_1(placeid(mount whitney))),"('wo', 'answer'), ('ε', 'loc_1'), ('befindet', 'ε'), ('sich', 'ε'), ('mount', 'placeid(mount whitney)'), ('whitney', 'ε')",1
766,wo liegt mount whitney,answer(loc_1(placeid(mount whitney))),"('wo', 'answer'), ('liegt', 'loc_1'), ('mount', 'placeid(mount whitney)'), ('whitney', 'ε')",1
767,wo liegt new hampshire,answer(loc_1(stateid(new hampshire))),"('wo', 'answer'), ('liegt', 'loc_1'), ('new', 'stateid(new hampshire)'), ('hampshire', 'ε')",1
768,wo ist new orleans,"answer(loc_1(cityid(new orleans, _)))","('wo', 'answer'), ('ε', 'loc_1'), ('ist', 'ε'), ('new', 'cityid(new orleans, _)'), ('orleans', 'ε')",1
769,wo liegt portland,"answer(loc_1(cityid(portland, _)))","('wo', 'answer'), ('liegt', 'loc_1'), ('portland', 'cityid(portland, _)')",1
770,wo liegt san diego,"answer(loc_1(cityid(san diego, _)))","('wo', 'answer'), ('liegt', 'loc_1'), ('san', 'cityid(san diego, _)'), ('diego', 'ε')",1
771,wo liegt san jose,"answer(loc_1(cityid(san jose, _)))","('wo', 'answer'), ('liegt', 'loc_1'), ('san', 'cityid(san jose, _)'), ('jose', 'ε')",1
772,wo liegt scotts valley,"answer(loc_1(cityid(scotts valley, _)))","('wo', 'answer'), ('liegt', 'loc_1'), ('scotts', 'cityid(scotts valley, _)'), ('valley', 'ε')",1
773,wo ist springfield,"answer(loc_1(cityid(springfield, _)))","('wo', 'answer'), ('ε', 'loc_1'), ('ist', 'ε'), ('springfield', 'cityid(springfield, _)')",1
774,wo liegt der chattahoochee fluss,answer(loc_1(riverid(chattahoochee))),"('wo', 'answer'), ('liegt', 'loc_1'), ('der', 'ε'), ('chattahoochee', 'riverid(chattahoochee)'), ('fluss', 'ε')",1
775,wo liegt der hoechste berg der usa,answer(highest(mountain(loc_2(countryid(usa))))),"('wo', 'answer'), ('liegt', 'highest'), ('der', 'ε'), ('hoechste', 'ε'), ('berg', 'mountain'), ('der', 'loc_2'), ('usa', 'countryid(usa)')",1
776,woe liegt der hoechste punkt in hawaii,answer(highest(place(loc_2(stateid(hawaii))))),"('woe', 'answer'), ('liegt', 'ε'), ('der', 'ε'), ('hoechste', 'highest'), ('punkt', 'place'), ('in', 'loc_2'), ('hawaii', 'stateid(hawaii)')",1
777,wo liegt der hoechste punkt in montana,answer(highest(place(loc_2(stateid(montana))))),"('wo', 'answer'), ('liegt', 'highest'), ('der', 'ε'), ('hoechste', 'ε'), ('punkt', 'place'), ('in', 'loc_2'), ('montana', 'stateid(montana)')",1
778,wie lautet der niedrigste punkt in maryland,answer(lowest(place(loc_2(stateid(maryland))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('niedrigste', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('maryland', 'stateid(maryland)')",1
