ID,NL,MR,ALIGNMENT,MONOTONIC
690,what state that borders texas is the largest,answer(largest(state(next_to_2(stateid(texas))))),"('what', 'answer'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('texas', 'stateid(texas)'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest')",0
691,what state which the mississippi runs through has the largest population,answer(largest_one(population_1(state(traverse_1(riverid(mississippi)))))),"('what', 'answer'), ('state', 'state'), ('which', 'ε'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('runs', 'traverse_1'), ('through', 'ε'), ('has', 'ε'), ('the', 'ε'), ('largest', 'largest_one'), ('population', 'population_1')",0
692,what states are next to arizona,answer(state(next_to_2(stateid(arizona)))),"('what', 'answer'), ('states', 'state'), ('are', 'ε'), ('next', 'next_to_2'), ('to', 'ε'), ('arizona', 'stateid(arizona)')",1
693,what states are next to texas,answer(state(next_to_2(stateid(texas)))),"('what', 'answer'), ('states', 'state'), ('are', 'ε'), ('next', 'next_to_2'), ('to', 'ε'), ('texas', 'stateid(texas)')",1
694,what states are next to the mississippi,answer(state(next_to_2(stateid(mississippi)))),"('what', 'answer'), ('states', 'state'), ('are', 'ε'), ('next', 'next_to_2'), ('to', 'ε'), ('the', 'ε'), ('mississippi', 'stateid(mississippi)')",1
695,what states border alaska,answer(state(next_to_2(stateid(alaska)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('alaska', 'stateid(alaska)')",1
696,what states border arkansas,answer(state(next_to_2(stateid(arkansas)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('arkansas', 'stateid(arkansas)')",1
697,what states border delaware,answer(state(next_to_2(stateid(delaware)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('delaware', 'stateid(delaware)')",1
698,what states border florida,answer(state(next_to_2(stateid(florida)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('florida', 'stateid(florida)')",1
699,what states border georgia,answer(state(next_to_2(stateid(georgia)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('georgia', 'stateid(georgia)')",1
700,what states border hawaii,answer(state(next_to_2(stateid(hawaii)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('hawaii', 'stateid(hawaii)')",1
701,what states border indiana,answer(state(next_to_2(stateid(indiana)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('indiana', 'stateid(indiana)')",1
702,what states border kentucky,answer(state(next_to_2(stateid(kentucky)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('kentucky', 'stateid(kentucky)')",1
703,what states border michigan,answer(state(next_to_2(stateid(michigan)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('michigan', 'stateid(michigan)')",1
704,what states border missouri,answer(state(next_to_2(stateid(missouri)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('missouri', 'stateid(missouri)')",1
705,what states border montana,answer(state(next_to_2(stateid(montana)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('montana', 'stateid(montana)')",1
706,what states border new hampshire,answer(state(next_to_2(stateid(new hampshire)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('new', 'stateid(new hampshire)'), ('hampshire', 'ε')",1
707,what states border new jersey,answer(state(next_to_2(stateid(new jersey)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('new', 'stateid(new jersey)'), ('jersey', 'ε')",1
708,what states border ohio,answer(state(next_to_2(stateid(ohio)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('ohio', 'stateid(ohio)')",1
709,what states border rhode island,answer(state(next_to_2(stateid(rhode island)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('rhode', 'stateid(rhode island)'), ('island', 'ε')",1
710,what states border states that border colorado,answer(state(next_to_2(state(next_to_2(stateid(colorado)))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('colorado', 'stateid(colorado)')",1
711,what states border states that border mississippi,answer(state(next_to_2(state(next_to_2(stateid(mississippi)))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('mississippi', 'stateid(mississippi)')",1
712,what states border states that border states that border florida,answer(state(next_to_2(state(next_to_2(state(next_to_2(stateid(florida)))))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('florida', 'stateid(florida)')",1
713,what states border states that border states that border states that border texas,answer(state(next_to_2(state(next_to_2(state(next_to_2(state(next_to_2(stateid(texas)))))))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('texas', 'stateid(texas)')",1
714,what states border states that border the state with the largest population,answer(state(next_to_2(state(next_to_2(largest_one(population_1(state(all)))))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('the', 'ε'), ('state', 'state(all)'), ('with', 'ε'), ('the', 'ε'), ('largest', 'largest_one'), ('population', 'population_1')",0
715,what states border states that the mississippi runs through,answer(state(next_to_2(state(traverse_1(riverid(mississippi)))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('states', 'state'), ('that', 'ε'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('runs', 'traverse_1'), ('through', 'ε')",0
716,what states border states that the ohio runs through,answer(state(next_to_2(state(traverse_1(riverid(ohio)))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('states', 'state'), ('that', 'ε'), ('the', 'ε'), ('ohio', 'riverid(ohio)'), ('runs', 'traverse_1'), ('through', 'ε')",0
717,what states border states which the mississippi runs through,answer(state(next_to_2(state(traverse_1(riverid(mississippi)))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('states', 'state'), ('which', 'ε'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('runs', 'traverse_1'), ('through', 'ε')",0
718,what states border texas,answer(state(next_to_2(stateid(texas)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('texas', 'stateid(texas)')",1
719,what states border texas and have a major river,"answer(intersection(state(next_to_2(stateid(texas))), loc_1(major(river(all)))))","('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('texas', 'stateid(texas)'), ('and', 'intersection'), ('have', 'loc_1'), ('a', 'ε'), ('major', 'major'), ('river', 'river(all)')",0
720,what states border the mississippi river,answer(state(next_to_2(riverid(mississippi)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('river', 'ε')",1
721,what states border the most populous state,answer(state(next_to_2(largest_one(population_1(state(all)))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('the', 'ε'), ('most', 'largest_one'), ('populous', 'population_1'), ('state', 'state(all)')",1
722,what states border the state that borders the most states,answer(state(next_to_2(most(state(next_to_2(state(all))))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('the', 'ε'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')",0
723,what states border the state with the most cities,answer(state(next_to_2(most(state(loc_1(city(all))))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('most', 'most'), ('cities', 'city(all)')",0
724,what states border the state with the most major cities,answer(state(next_to_2(most(state(loc_1(major(city(all)))))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('most', 'most'), ('major', 'major'), ('cities', 'city(all)')",0
725,what states border the state with the smallest area,answer(state(next_to_2(smallest_one(area_1(state(all)))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('the', 'ε'), ('state', 'state(all)'), ('with', 'ε'), ('the', 'ε'), ('smallest', 'smallest_one'), ('area', 'area_1')",0
726,what states border the states with the most cities,answer(state(next_to_2(most(state(loc_1(city(all))))))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('the', 'ε'), ('states', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('most', 'most'), ('cities', 'city(all)')",0
727,what states border wisconsin,answer(state(next_to_2(stateid(wisconsin)))),"('what', 'answer'), ('states', 'state'), ('border', 'next_to_2'), ('wisconsin', 'stateid(wisconsin)')",1
728,what state s capital is dover,"answer(state(capital_2(cityid(dover, _))))","('what', 'answer'), ('state', 'state'), ('s', 'ε'), ('capital', 'capital_2'), ('is', 'ε'), ('dover', 'cityid(dover, _)')",1
729,what states contain at least one major rivers,answer(state(loc_1(major(river(all))))),"('what', 'answer'), ('states', 'state'), ('contain', 'loc_1'), ('at', 'ε'), ('least', 'ε'), ('one', 'ε'), ('major', 'major'), ('rivers', 'river(all)')",1
730,what states does the colorado river run through,answer(state(traverse_1(riverid(colorado)))),"('what', 'answer'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('colorado', 'riverid(colorado)'), ('river', 'ε'), ('run', 'traverse_1'), ('through', 'ε')",0
731,what states does the delaware river run through,answer(state(traverse_1(riverid(delaware)))),"('what', 'answer'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('delaware', 'riverid(delaware)'), ('river', 'ε'), ('run', 'traverse_1'), ('through', 'ε')",0
732,what states does the mississippi river run through,answer(state(traverse_1(riverid(mississippi)))),"('what', 'answer'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('river', 'ε'), ('run', 'traverse_1'), ('through', 'ε')",0
733,what states does the mississippi run through,answer(state(traverse_1(riverid(mississippi)))),"('what', 'answer'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('run', 'traverse_1'), ('through', 'ε')",0
734,what states does the missouri river run through,answer(state(traverse_1(riverid(missouri)))),"('what', 'answer'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('missouri', 'riverid(missouri)'), ('river', 'ε'), ('run', 'traverse_1'), ('through', 'ε')",0
735,what states does the missouri run through,answer(state(traverse_1(riverid(missouri)))),"('what', 'answer'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('missouri', 'riverid(missouri)'), ('run', 'traverse_1'), ('through', 'ε')",0
736,what states does the ohio river go through,answer(state(traverse_1(riverid(ohio)))),"('what', 'answer'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('ohio', 'riverid(ohio)'), ('river', 'ε'), ('go', 'traverse_1'), ('through', 'ε')",0
737,what states does the ohio river run through,answer(state(traverse_1(riverid(ohio)))),"('what', 'answer'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('ohio', 'riverid(ohio)'), ('river', 'ε'), ('run', 'traverse_1'), ('through', 'ε')",0
738,what states does the shortest river run through,answer(state(traverse_1(shortest(river(all))))),"('what', 'answer'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('shortest', 'shortest'), ('river', 'river(all)'), ('run', 'traverse_1'), ('through', 'ε')",0
739,what states have a capital that is the highest point in the state,answer(state(loc_1(capital(highest(place(all)))))),"('what', 'answer'), ('states', 'state'), ('have', 'loc_1'), ('a', 'ε'), ('capital', 'capital'), ('that', 'ε'), ('is', 'ε'), ('the', 'ε'), ('highest', 'highest'), ('point', 'place(all)'), ('in', 'ε'), ('the', 'ε'), ('state', 'ε')",1
740,what states have a city named austin,"answer(state(loc_1(city(cityid(austin, _)))))","('what', 'answer'), ('states', 'state'), ('have', 'loc_1'), ('a', 'ε'), ('city', 'city'), ('named', 'ε'), ('austin', 'cityid(austin, _)')",1
741,what states have cities named austin,"answer(state(loc_1(city(cityid(austin, _)))))","('what', 'answer'), ('states', 'state'), ('have', 'loc_1'), ('cities', 'city'), ('named', 'ε'), ('austin', 'cityid(austin, _)')",1
742,what states have cities named dallas,"answer(state(loc_1(city(cityid(dallas, _)))))","('what', 'answer'), ('states', 'state'), ('have', 'loc_1'), ('cities', 'city'), ('named', 'ε'), ('dallas', 'cityid(dallas, _)')",1
743,what states have cities named plano,"answer(state(loc_1(city(cityid(plano, _)))))","('what', 'answer'), ('states', 'state'), ('have', 'loc_1'), ('cities', 'city'), ('named', 'ε'), ('plano', 'cityid(plano, _)')",1
744,what states have cities named portland,"answer(state(loc_1(city(cityid(portland, _)))))","('what', 'answer'), ('states', 'state'), ('have', 'loc_1'), ('cities', 'city'), ('named', 'ε'), ('portland', 'cityid(portland, _)')",1
745,what states have cities named rochester,"answer(state(loc_1(city(cityid(rochester, _)))))","('what', 'answer'), ('states', 'state'), ('have', 'loc_1'), ('cities', 'city'), ('named', 'ε'), ('rochester', 'cityid(rochester, _)')",1
746,what states have cities named salt lake city,"answer(state(loc_1(city(cityid(salt lake city, _)))))","('what', 'answer'), ('states', 'state'), ('have', 'loc_1'), ('cities', 'city'), ('named', 'ε'), ('salt', 'cityid(salt lake city, _)'), ('lake', 'ε'), ('city', 'ε')",1
747,what states have no bordering state,"answer(exclude(state(all), next_to_2(state(all))))","('what', 'answer'), ('states', 'state(all)'), ('have', 'ε'), ('no', 'exclude'), ('bordering', 'next_to_2'), ('state', 'state(all)')",0
748,what states have rivers named colorado,answer(state(loc_1(river(riverid(colorado))))),"('what', 'answer'), ('states', 'state'), ('have', 'loc_1'), ('rivers', 'river'), ('named', 'ε'), ('colorado', 'riverid(colorado)')",1
749,what states have rivers running through them,answer(state(traverse_1(river(all)))),"('what', 'answer'), ('states', 'state'), ('have', 'ε'), ('rivers', 'river(all)'), ('running', 'traverse_1'), ('through', 'ε'), ('them', 'ε')",0
750,what states have towns named springfield,"answer(state(loc_1(city(cityid(springfield, _)))))","('what', 'answer'), ('states', 'state'), ('have', 'loc_1'), ('towns', 'city'), ('named', 'ε'), ('springfield', 'cityid(springfield, _)')",1
751,what state s high point is higher than that of colorado,answer(state(high_point_2(higher_2(high_point_1(stateid(colorado)))))),"('what', 'answer'), ('state', 'state'), ('s', 'ε'), ('high', 'high_point_2'), ('point', 'ε'), ('is', 'ε'), ('higher', 'higher_2'), ('than', 'ε'), ('that', 'high_point_1'), ('of', 'ε'), ('colorado', 'stateid(colorado)')",1
752,what states in the united states have a city of springfield,"answer(intersection(state(loc_2(countryid(usa))), loc_1(city(cityid(springfield, _)))))","('what', 'answer'), ('ε', 'intersection'), ('states', 'state'), ('in', 'loc_2'), ('the', 'ε'), ('united', 'countryid(usa)'), ('states', 'ε'), ('have', 'loc_1'), ('a', 'ε'), ('city', 'city'), ('of', 'ε'), ('springfield', 'cityid(springfield, _)')",1
753,what states neighbor maine,answer(state(next_to_2(stateid(maine)))),"('what', 'answer'), ('states', 'state'), ('neighbor', 'next_to_2'), ('maine', 'stateid(maine)')",1
754,what states surround kentucky,answer(state(next_to_2(stateid(kentucky)))),"('what', 'answer'), ('states', 'state'), ('surround', 'next_to_2'), ('kentucky', 'stateid(kentucky)')",1
755,what texas city has the largest population,answer(largest_one(population_1(city(loc_2(stateid(texas)))))),"('what', 'answer'), ('texas', 'stateid(texas)'), ('city', 'city'), ('has', 'loc_2'), ('the', 'ε'), ('largest', 'largest_one'), ('population', 'population_1')",0
756,what s the largest city,answer(largest(city(all))),"('what', 'answer'), ('s', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('city', 'city(all)')",1
757,where are mountains,answer(loc_1(mountain(all))),"('where', 'answer'), ('are', 'loc_1'), ('mountains', 'mountain(all)')",1
758,where is austin,"answer(loc_1(cityid(austin, _)))","('where', 'answer'), ('is', 'loc_1'), ('austin', 'cityid(austin, _)')",1
759,where is baton rouge,"answer(loc_1(cityid(baton rouge, _)))","('where', 'answer'), ('is', 'loc_1'), ('baton', 'cityid(baton rouge, _)'), ('rouge', 'ε')",1
760,where is dallas,"answer(loc_1(cityid(dallas, _)))","('where', 'answer'), ('is', 'loc_1'), ('dallas', 'cityid(dallas, _)')",1
761,where is fort wayne,"answer(loc_1(cityid(fort wayne, _)))","('where', 'answer'), ('is', 'loc_1'), ('fort', 'cityid(fort wayne, _)'), ('wayne', 'ε')",1
762,where is houston,"answer(loc_1(cityid(houston, _)))","('where', 'answer'), ('is', 'loc_1'), ('houston', 'cityid(houston, _)')",1
763,where is indianapolis,"answer(loc_1(cityid(indianapolis, _)))","('where', 'answer'), ('is', 'loc_1'), ('indianapolis', 'cityid(indianapolis, _)')",1
764,where is massachusetts,answer(loc_1(stateid(massachusetts))),"('where', 'answer'), ('is', 'loc_1'), ('massachusetts', 'stateid(massachusetts)')",1
765,where is mount whitney,answer(loc_1(placeid(mount whitney))),"('where', 'answer'), ('is', 'loc_1'), ('mount', 'placeid(mount whitney)'), ('whitney', 'ε')",1
766,where is mount whitney located,answer(loc_1(placeid(mount whitney))),"('where', 'answer'), ('is', 'loc_1'), ('mount', 'placeid(mount whitney)'), ('whitney', 'ε'), ('located', 'ε')",1
767,where is new hampshire,answer(loc_1(stateid(new hampshire))),"('where', 'answer'), ('is', 'loc_1'), ('new', 'stateid(new hampshire)'), ('hampshire', 'ε')",1
768,where is new orleans,"answer(loc_1(cityid(new orleans, _)))","('where', 'answer'), ('is', 'loc_1'), ('new', 'cityid(new orleans, _)'), ('orleans', 'ε')",1
769,where is portland,"answer(loc_1(cityid(portland, _)))","('where', 'answer'), ('is', 'loc_1'), ('portland', 'cityid(portland, _)')",1
770,where is san diego,"answer(loc_1(cityid(san diego, _)))","('where', 'answer'), ('is', 'loc_1'), ('san', 'cityid(san diego, _)'), ('diego', 'ε')",1
771,where is san jose,"answer(loc_1(cityid(san jose, _)))","('where', 'answer'), ('is', 'loc_1'), ('san', 'cityid(san jose, _)'), ('jose', 'ε')",1
772,where is scotts valley,"answer(loc_1(cityid(scotts valley, _)))","('where', 'answer'), ('is', 'loc_1'), ('scotts', 'cityid(scotts valley, _)'), ('valley', 'ε')",1
773,where is springfield,"answer(loc_1(cityid(springfield, _)))","('where', 'answer'), ('is', 'loc_1'), ('springfield', 'cityid(springfield, _)')",1
774,where is the chattahoochee river,answer(loc_1(riverid(chattahoochee))),"('where', 'answer'), ('is', 'loc_1'), ('the', 'ε'), ('chattahoochee', 'riverid(chattahoochee)'), ('river', 'ε')",1
775,where is the highest mountain of the united states,answer(highest(mountain(loc_2(countryid(usa))))),"('where', 'answer'), ('is', 'ε'), ('the', 'ε'), ('highest', 'highest'), ('mountain', 'mountain'), ('of', 'loc_2'), ('the', 'ε'), ('united', 'countryid(usa)'), ('states', 'ε')",1
776,where is the highest point in hawaii,answer(highest(place(loc_2(stateid(hawaii))))),"('where', 'answer'), ('is', 'ε'), ('the', 'ε'), ('highest', 'highest'), ('point', 'place'), ('in', 'loc_2'), ('hawaii', 'stateid(hawaii)')",1
777,where is the highest point in montana,answer(highest(place(loc_2(stateid(montana))))),"('where', 'answer'), ('is', 'ε'), ('the', 'ε'), ('highest', 'highest'), ('point', 'place'), ('in', 'loc_2'), ('montana', 'stateid(montana)')",1
778,where is the lowest point in maryland,answer(lowest(place(loc_2(stateid(maryland))))),"('where', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('maryland', 'stateid(maryland)')",1
779,where is the lowest point in the us,answer(lowest(place(loc_2(countryid(usa))))),"('where', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')",1
780,where is the lowest spot in iowa,answer(lowest(place(loc_2(stateid(iowa))))),"('where', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('spot', 'place'), ('in', 'loc_2'), ('iowa', 'stateid(iowa)')",1
781,where is the most populated area of new mexico,answer(largest_one(population_1(city(loc_2(stateid(new mexico)))))),"('where', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populated', 'population_1'), ('area', 'city'), ('of', 'loc_2'), ('new', 'stateid(new mexico)'), ('mexico', 'ε')",1
782,where is the smallest city,answer(loc_1(smallest(city(all)))),"('where', 'answer'), ('is', 'loc_1'), ('the', 'ε'), ('smallest', 'smallest'), ('city', 'city(all)')",1
783,which capitals are in the states that border texas,answer(capital(loc_2(state(next_to_2(stateid(texas)))))),"('which', 'answer'), ('capitals', 'capital'), ('are', 'ε'), ('in', 'loc_2'), ('the', 'ε'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('texas', 'stateid(texas)')",1
784,which capitals are not major cities,"answer(exclude(capital(all), major(city(all))))","('which', 'answer'), ('capitals', 'capital(all)'), ('are', 'ε'), ('not', 'exclude'), ('major', 'major'), ('cities', 'city(all)')",0
785,which city in california has the largest population,answer(largest_one(population_1(city(loc_2(stateid(california)))))),"('which', 'answer'), ('city', 'city'), ('in', 'loc_2'), ('california', 'stateid(california)'), ('has', 'ε'), ('the', 'ε'), ('largest', 'largest_one'), ('population', 'population_1')",0
786,which is the density of the state that the largest river in the united states runs through,answer(density_1(state(traverse_1(longest(river(loc_2(countryid(usa)))))))),"('which', 'answer'), ('is', 'ε'), ('the', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('the', 'ε'), ('state', 'state'), ('that', 'ε'), ('the', 'ε'), ('largest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('united', 'countryid(usa)'), ('states', 'ε'), ('runs', 'traverse_1'), ('through', 'ε')",0
787,which is the highest peak not in alaska,"answer(highest(exclude(mountain(all), loc_2(stateid(alaska)))))","('which', 'answer'), ('is', 'ε'), ('the', 'ε'), ('highest', 'highest'), ('peak', 'mountain(all)'), ('not', 'exclude'), ('in', 'loc_2'), ('alaska', 'stateid(alaska)')",0
788,which is the longest river in usa,answer(longest(river(loc_2(countryid(usa))))),"('which', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",1
789,which is the lowest point of the states that the mississippi runs through,answer(lowest(place(loc_2(state(traverse_1(riverid(mississippi))))))),"('which', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('of', 'loc_2'), ('the', 'ε'), ('states', 'state'), ('that', 'ε'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('runs', 'traverse_1'), ('through', 'ε')",0
790,which is the shortest river,answer(shortest(river(all))),"('which', 'answer'), ('is', 'ε'), ('the', 'ε'), ('shortest', 'shortest'), ('river', 'river(all)')",1
791,which is the smallest state,answer(smallest(state(all))),"('which', 'answer'), ('is', 'ε'), ('the', 'ε'), ('smallest', 'smallest'), ('state', 'state(all)')",1
792,which of the states bordering pennsylvania has the largest population,answer(largest_one(population_1(state(next_to_2(stateid(pennsylvania)))))),"('which', 'answer'), ('of', 'ε'), ('the', 'ε'), ('states', 'state'), ('bordering', 'next_to_2'), ('pennsylvania', 'stateid(pennsylvania)'), ('has', 'ε'), ('the', 'ε'), ('largest', 'largest_one'), ('population', 'population_1')",0
793,which river goes through the most states,answer(most(river(traverse_2(state(all))))),"('which', 'answer'), ('river', 'river'), ('goes', 'traverse_2'), ('through', 'ε'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')",0
794,which river runs through most states,answer(most(river(traverse_2(state(all))))),"('which', 'answer'), ('river', 'river'), ('runs', 'traverse_2'), ('through', 'ε'), ('most', 'most'), ('states', 'state(all)')",0
795,which river runs through the most states,answer(most(river(traverse_2(state(all))))),"('which', 'answer'), ('river', 'river'), ('runs', 'traverse_2'), ('through', 'ε'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')",0
796,which river traverses most states,answer(most(river(traverse_2(state(all))))),"('which', 'answer'), ('river', 'river'), ('traverses', 'traverse_2'), ('most', 'most'), ('states', 'state(all)')",0
797,which rivers are in alaska,answer(river(loc_2(stateid(alaska)))),"('which', 'answer'), ('rivers', 'river'), ('are', 'ε'), ('in', 'loc_2'), ('alaska', 'stateid(alaska)')",1
798,which rivers do not run through texas,"answer(exclude(river(all), traverse_2(stateid(texas))))","('which', 'answer'), ('rivers', 'river(all)'), ('do', 'ε'), ('not', 'exclude'), ('run', 'traverse_2'), ('through', 'ε'), ('texas', 'stateid(texas)')",0
799,which rivers do not run through usa,"answer(exclude(river(all), traverse_2(countryid(usa))))","('which', 'answer'), ('rivers', 'river(all)'), ('do', 'ε'), ('not', 'exclude'), ('run', 'traverse_2'), ('through', 'ε'), ('usa', 'countryid(usa)')",0
800,which rivers flow through alaska,answer(river(traverse_2(stateid(alaska)))),"('which', 'answer'), ('rivers', 'river'), ('flow', 'traverse_2'), ('through', 'ε'), ('alaska', 'stateid(alaska)')",1
801,which rivers run through states bordering new mexico,answer(river(traverse_2(state(next_to_2(stateid(new mexico)))))),"('which', 'answer'), ('rivers', 'river'), ('run', 'traverse_2'), ('through', 'ε'), ('states', 'state'), ('bordering', 'next_to_2'), ('new', 'stateid(new mexico)'), ('mexico', 'ε')",1
802,which rivers run through states that border the state with the capital austin,"answer(river(traverse_2(state(next_to_2(state(loc_1(capital(cityid(austin, _)))))))))","('which', 'answer'), ('rivers', 'river'), ('run', 'traverse_2'), ('through', 'ε'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('capital', 'capital'), ('austin', 'cityid(austin, _)')",1
803,which rivers run through states with fewest cities,answer(river(traverse_2(fewest(state(loc_1(city(all))))))),"('which', 'answer'), ('rivers', 'river'), ('run', 'traverse_2'), ('through', 'ε'), ('states', 'state'), ('with', 'loc_1'), ('fewest', 'fewest'), ('cities', 'city(all)')",0
804,which rivers run through the state with the largest city in the us,answer(river(traverse_2(state(loc_1(largest(city(loc_2(countryid(usa))))))))),"('which', 'answer'), ('rivers', 'river'), ('run', 'traverse_2'), ('through', 'ε'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('largest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')",1
805,which rivers run through the state with the lowest elevation in the usa,answer(river(traverse_2(state(loc_1(lowest(place(loc_2(countryid(usa))))))))),"('which', 'answer'), ('rivers', 'river'), ('run', 'traverse_2'), ('through', 'ε'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('lowest', 'lowest'), ('elevation', 'place'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')",1
806,which state border kentucky,answer(state(next_to_2(stateid(kentucky)))),"('which', 'answer'), ('state', 'state'), ('border', 'next_to_2'), ('kentucky', 'stateid(kentucky)')",1
807,which state borders florida,answer(state(next_to_2(stateid(florida)))),"('which', 'answer'), ('state', 'state'), ('borders', 'next_to_2'), ('florida', 'stateid(florida)')",1
808,which state borders hawaii,answer(state(next_to_2(stateid(hawaii)))),"('which', 'answer'), ('state', 'state'), ('borders', 'next_to_2'), ('hawaii', 'stateid(hawaii)')",1
809,which state borders most states,answer(most(state(next_to_2(state(all))))),"('which', 'answer'), ('state', 'state'), ('borders', 'next_to_2'), ('most', 'most'), ('states', 'state(all)')",0
810,which state borders the most states,answer(most(state(next_to_2(state(all))))),"('which', 'answer'), ('state', 'state'), ('borders', 'next_to_2'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')",0
